userName,score,at,content
Lucky Widia,5,2020-08-28 00:46:40,"Menurut aku sih udah bagus bgt app ini. Selain itu juga hemat kuota. Tapi ada yg buat aku kurang suka sih, untuk jenjang SMK materi nya blm lengkap di bagian komputer akuntansi nya. Semoga segera dilengkapi ya😊"
Marsya Putri Arafat,5,2020-08-27 02:37:25,"Terimakasih, sangat membantu pelajaran disekolah apalagi dimasa pandemi, Mudah bat paham nya, apalagi ttg model² atom yang memerlukan bayangan bentuknya. cuma saya ada saran untuk pelajaran pkn Kelas 10 ipa coba animasinya kaya video video yg lain, animasih yg menarik dan lebih mudah dipahami"
Hera Yulianda Putri,5,2020-08-26 05:11:31,"Aplikasi ini sangat bagus...apalagi dengan vidio"" pembelajarannya yang memiliki durasi yang tidak panjang..dan langsung memiliki soal""..membuat kita menjadi tidak cepat bosan..👌"
restu shofa maulana,5,2020-08-26 01:30:06,"Ruangguru punya banyak bgt fitur buat menunjang belajar para pelajar, cocok sih buat berbagai gaya belajar apapun tinggal sesuaiin sama fitur ruangguru yg ada. Aku pribadi suka bgt sama konsep ruangbelajar plus, jd g cuma belajar tp jg bisa interaksi sama tmn2 di ruangguru seluruh Indonesia."
Fatimmona Narasfanti,5,2020-08-25 14:13:22,"Satu-satunya aplikasi pendidikan yang sangat bagus untuk digunakan. Paling suka sama ruang belajar nya sih, materinya simpel tapi on point, jadi langsung paham. Selalu kepikiran kenapa sih dari dulu nggak ada ruangguru, kalau ada kan aku jadi semangat belajar ^-^"
arif giarto,5,2020-08-25 10:51:32,"Ruangguru ini sangat membantu sekali dalam belajar. Khususnya ruang belajar, video ny sgt menarik dan disampaikan oleh tutor yg handal, jadi lbih mudah utk d pahami. Selain videonya yg menarik di dalamnya jg terdapat pembahasan dan latihan soal juga. Sangat menarik dan mebantu pembelajaran deh pokoknya."
Dwi Indah Rachmawati,5,2020-08-25 10:48:07,"Dari semua fitur dari aplikasi ini yang paling keren sih tetep ruang belajar. Video yang singkat dengan animasi (biar ga kepanjangan dan bikin bosen kan), terus setelah video selesai bakal dapet gold. Selain itu setelah selesai juga bakal ada kuis per materi. Kebanyang kerennya ga tuh. Pokoknya ruangguru the best."
Aslian Sari Purwasih,5,2020-08-25 04:18:46,"Tutor/mentornya jelas, ramah, sopan, materinya terperinci, mudah dimengerti, mudah dipahami, disertakan dengan contoh-contoh. Materinya sangat cocok sekali dengan saya. Terima kasih pembelajarannya sangat baik secara keseluruhan. Saya sarankan kepada teman-teman agar mengikuti pelatihan di kelas ini, karena sangat bermanfaat untuk diterapkan di kehidupan sehari-hari."
Anna Lupita Diva Maharani,5,2020-08-24 11:45:52,"Saya senang menggunakan aplikasi ruangguru ini, karena mudah dipahami dan banyak latihan soalnya. Video - videonya sangat membantu memahami pembelajaran dan juga ada ringkasan materi untuk memudahkan menghafal... Terima kasih ruangguru😊"
Cci 1 Tas Batam,5,2020-08-23 02:59:57,Suka banget💛 Pembahasan mudah dimengerti karena menggunakan video animasi. Utk berlangganan pun tdk mahal karena sy berlangganan ketika sedang diskon😃 Terus tingkatkan ya kualitas nya. Dan terimakasih sdh membuat sy tdk bosan saat belajar🙌🙏
langit cellular,5,2020-08-19 10:05:08,"Tampilannya menarik sekali,fitur fiturnya juga bagus bikin kita jadi semangat dan nggak bosen belajar.Ruangguru juga membuat saya jadi lebih mudah memahami materi yg belum saya kuasai.Harganya juga murah,banyak diskon lagi.Ini bisa jadi solusi untuk saat pandemi seperti ini.Yg belum download dan langganan cepet download dan langganan,kalian nggak bakal nyesel karena aplikasi ini sangat membantu. Terimakasih Ruangguru:')"
natasya,5,2020-08-18 12:24:54,"Haii kakak kakak, terima kasih atas kelas ruang gurunya, diaplikasi ini saya diajarkan untuk lebih teliti dan memahami soal dengan benar, agar hasil dari pekerjaan kita tidak semberono, dan disini saya diajarkan banyak sekali materi materi, dan itu mudah untuk dipahami, vokal suara guru tentornya pun unik unik, jadi enak untuk didengar, dan para tentornya mudah tersenyum dan itu membuat saya lebih rileks, pokoknya bagi teman teman yuk download aplikasi ruang gurunya 😊"
Noven Ari Suseto,2,2020-08-17 10:11:13,RuangGuru memang sangat membantu dalam belajar. Namun saya sangat kecewa atas RuangGuru yang sangat lambat atas ketidak sigapan dalam perubahan-perubaha regulasi (seperti UTBK 2020 yg hanya TPS tetapi ruang guru sagat lambat menanggapi). Dalam hal ini saya memohon RuangGuru cepat tanggap setiap situasi. Saya juga mengeluhkan ketidak matangan aplikasi ini yg sangat lambat dalam mengaksesnya (video maupun soal yg kadang lambat padahal jaringan kuat). Juga ingin tambahan resolusi 144p/240p/360p.
Mhari Purnomo,4,2020-08-17 10:01:38,"Aplikasi Ruang Guru ini sangat membantuku dalam masalah saat kesusahan mengerjakan soal karena fitur fitur belajarnya sangat keren karena bisa melihat video sangat cepat untuk dipahami ,,Pokoknya Ruang Guru,, THE BEST ,, Maaf Ya Kasih Bintang 4 Soalnya Waktu Download Sangat Lama,, TERIMA KASIH"
Putri Dedsri maharani,1,2020-08-17 06:03:02,"Saya sarankan untuk rekamannya agar lebih diperhatikan lagi, kemarin saya beli paket khusus sbmptn, dan hasilnya saya malah jadi tidak fokus karna sepertinya rekamannya dirumah, sering dengar suara pintu, byk bertele2nya sehingga video memakan waktu yg cukup panjang. Kalau bisa sebelum upload tolong diuji coba apakah konsumen merasa mengerti dan nyaman."
My name is Meldanita,5,2020-08-15 09:50:33,"Saya sangat suka dengan cara belajar yang terdapat dalam aplikasi ruangguru karena itu sangat membantu dan bisa mengembangkan kemampuan berpikir kita,bagi yang belum berlangganan, langsung aja download dan bayar lewat metode pembayaran yang kalian suka.😊❤️"
Viona Renatha Daye,5,2020-08-15 07:32:42,"Assalamualaikum semuanya,di ruangguru ini berbagai macam video yg mudah di pahami,saat aku sudah langganan videonya langsung bisa kebuka juga bisa di download sekali dan bisa berulang untuk melihat nya lagi tanpa kuota,ruangguru ini bagus banget untuk pelajar seperti kita udah murah bayarnya videonya beranimasi yg mudah untuk dipahami dan langsung soal lat nya diberikan,ayo teman teman semua cepat download dan langganan klu nggak pasti nyesel karna ini bimbel yg murah bangettttt👍👍👍"
Erlya Yunita Larasati,4,2020-08-13 02:22:07,"Sangat membantu....😉😉😉 Tapi kak,bisa tidak yah misalnya video nya tidak pake data,saya mencoba hemat kuota selama belajar daring,soalnya saya g pake wifi dirumah,kuota mahal :""("
rahmah aulia,5,2020-08-12 12:08:53,"aplikasinya mendukung untuk bajar, bisa untuk tanya jawab juga...biaya terjangkau pas untuk sekolah...materinya lengkap dan mudah dipahami...jadi suka sama aplikasinya biasanya aku jarang mengerti jika tidak dijelaskan berulang diaplikasinya video bisa didownload dan ditonton berulang jadi bagus banget aplikasinya🥰"
here i am broo,5,2020-08-11 12:45:50,"Ruangguru ini hebat banget, bisa membuat kita agar semangat latihan dengan metode metode belajar yang seru lewat video. Menurutku aku suka banget sm video penjelasannya karena menggunakan bahasa yang mudah dipahami, serta memberi pembahasan yang akurat dan lengkap. The best app for learning 🙂"
key,5,2020-08-11 03:08:15,"Aplikasi ruang guru ini ngebantu banget.Disaat Corona gini..ouh ya diruang guru ini ada roboguru,yg ngebantu klo ada soal sulit..ouh ya skrng ada peliharaannya gitu,,jadi tambah asik belajarnya (ㆁωㆁ)..video permateri jg ada animasi"" nya jg ga begitu ngebosenin,,tpi kadang berasa di dogengin sih,,trus kdng"" sampe ketiduran denger materinya xD . Ouh ya..setiap selesai nonton video gitu pasti ada tulisan kan..nah dibarengin getaran jg,getarannya itu kenceng,,,ya agak mengganggu sih:v"
Ridwan Alwi,5,2020-08-08 23:19:54,Aplikasi yang sangat bagus Materi lengkap Tapi ada sedikit kekurangan tolong ditambah ya materi UTBK dan ujian mandirinya seperti USM STAN yang materinya masih sedikit begitu juga latihan soalnya Edit:Tambahkan Materi latihan Simak UI dong kak
NI KADEK DESI ARINI,5,2020-08-07 23:07:35,"Thank you buat RUANG GURU semenjak aku langganan nilai aku jadi meningkat terus,, awalnya aku g suka sama mapel matematika tapi semenjak aku belajar di ruang guru nilai matematikaku jadi naik bnget,,, dan juga materi2 di vidionya itu mudah dipahami dan lengkap juga. Pokoknya THANK YOU banget buat RUANG GURU YOU THE BEST 👋👏"
Siti marhamah siti,4,2020-08-07 13:30:00,"Assalamu'alaikum Wr.Wb . Aplikasi Ruangguru ini , sangat membantu sekali untuk memahami materi pembelajaran . Karena , ketika belum memahami materi pelajaran , aku bisa membuka aplikasi Ruangguru dan melihat video pembelajaran nya . Karena video nya yang ber animasi sangat memudahkan materi untuk di pahami . Namun , ketika aku mengerjakan soal dan selesai mengerjakan latihan soal , belum bisa mengetahui nilai . Selalu ada peringatan bahwa jaringan bermasalah , padahal signal bagus / 4G ."
Yadi Tpozz,5,2020-08-07 13:09:43,"Aku suka banget sama aplikasi ini karna aplikasi ini membantu aku banget belajar saat pandemi ini dan aku jadi mudah paham sama video""animasinya..jadi nanti kalo besok nya di kasih soal dri sekolah aku jadi bisa ngerjain soalnya dengan mudah,,, Makasih Ruangguru"
Haidar Raziq,4,2020-08-06 01:08:32,"Menurutku untuk materi yang di sbmptn dan SMA untuk matematika fisika kimia harusnya lebih ditekankan pada konsep bukan hafalan, mohon Kedepannya diperbaiki lagi dari segi mengajarnya, soal soal diperbanyak tipenya agar paham konsep 😁"
Zidan Zikri,3,2020-08-05 03:09:18,"Hi ruangguru sebelumnya saya mau laporan, sebenarnya bagus sih sistem pembelajarannya untuk class online, cuman kadang ngelag/error ga bsa d buka, ga bsa ngirim tugas kdg suka delay jdinya ga tepat waktu karna suka error mulu. tolong di perbaiki. Terimakasih mohon maaf sebelumnya"
Ferdinan A Simamora,4,2020-08-05 02:27:06,"Lumayan bagus sih apk nya,tetapi ad beberapa video yg seharusnya gampang dimengerti malah sedikit diperumitkan,jadi untuk beberapa hal saya kurang puas"":) Tetapi sangat membantu kok untuk aplikasinya,apalagi saat pandemi ini,sangat membantu kami para siswa utk belajar"":)"
Nabilla Dwi Wardani,5,2020-08-04 13:22:55,"Menurut saya ruang guru itu animasinya bagus dan juga menarik, penjelasannya juga tidak terburu-buru dan jelas, dan juga materinya sangat lengkap menurut saya. Tapi, sekarang ruang guru kan ada progam tentang 'Teman Belajar' saya sangat suka, tapi terkadang saya sudah belajar lama sekali dan tidak ke record. Tapi bagusss kok, cuma menurut saya masalahnya hanya disitu 🥰❤"
Izza Azizah,1,2020-08-03 08:43:06,Tolong sistem autoplaynya sangat mengganggu saat ingin membaca rangkuman. Ketika saya klik cancel malah terprncet untuk lanjut. Tolong diperbaiki pengaturannya ya. Ini sangat menyusahkan.
Nabilah Zakiyyah Irawan,5,2020-08-02 13:19:19,"Aplikasi ruangguru ini bagus banget, karena semenjak covid belajar mulai dilakukan dari rumah, selain mendapat materi dari sekolah dengan nonton video di ruangguru bisa menambah pengetahuan dan materi yang lebih banyak, apalagi fitur-fitur nya yang menarik dan video di ruangbelajar nya juga sangat mudah dipahami"
Pierre Daniel,2,2020-08-01 13:41:55,"Maaf banget nih, ram hp saya 6 gb, ruangan tersedia 64 gb. Saya udh unduh video biar offline tapi pas mau nonton kok tetep aja loading, akhirnya pake internet di video yg udh diunduh tapi tetep aja loading terus ga keluar videonya. Dan akhirnya aplikasinya ngehang sendiri. Itu modal besar mending dipake buat memperbaiki kualitas app daripada dipake buat promosi besar besaran ampe ngeganggu saya mau nonton tv. Sayang banget duit dihabisin buat artis, pdhl semakin kesini kualitas makin menurun."
Irene Pangkey,5,2020-08-01 05:28:00,"Makasih kak sama aplikasi ini. ,, Berguna dan bermanfaat banget ,, awalnya aku ragu²,,tapi setelah melihat iklan yang di tayangkan di YouTube ,, aku jadi yakin apk ini sangat bermanfaat banget ,,. Ternyata benar apk ini mendorong aku belajar dan nilai jadi bagus.. makasih min😄😄"
esca mail,1,2020-07-29 10:55:45,"Padahal pemasukannya udah banyak, tapi tetep aja dikit2 bayar :') Ngelaknya pake bandingin dg bimbel offline? Ya beda atuh, jauh banget! Offline bagus mah bimbingannya bener2, dikasih modul + buku bagus2, dikasih fasilitas tempat untuk berinteraksi tatap muka, blom kalo ada trip-nya. Lah ini hanya animasi yg kayak copas dari textbook, ga terlalu ke konsep jadi banyak yg gak relevan, bikin salfok dan jujur rada boring, kaku banget. Bimbingan plus dari coach-nya juga gak optimal bgt :("
Kornelia Anjelia Paula,5,2020-07-28 00:36:42,"aplikasi ini sangat bermanfaat dan sangat membantu saya dalam memahami dan mengakses berbagai mapel yang sangat sulit sekali untuk saya pahami,dengan aps ruang guru jadi saya sangat terbantu dalam memahami materi pelajaran yang sangat sulit menurut saya. terimakasih ruang guru"
Andi Lutfi,5,2020-07-27 13:45:43,"Saya kasih bintang 4 karena saya tidak menemukan sebuah solusi cepat misal dalm pljran mtk ipa dsb, seperti quiper video yang memiliki SUPER (solusi quiper). Tapi sudah bagus dan sangat membantu aplikasi ruang guru ini. Semoga bisa lebih ditingkatkan lagi"
Patricia Evita C Mallaka,5,2020-07-27 11:14:00,"Aplikasi ruang guru sangat keren saya suka menggunakan nya karena vidio nya berani asi dan mudah di pahami, ada quiz, dan soal soal yg bisa saya jawab, nilai saya pun jadi meningkatkan berkat ruang guru terimakasih"
marzuqi basar,2,2020-07-27 06:59:04,"Setelah di update, video tidak bisa di save melalui kartu sd/memory card. Padahal sebelum""nya bisa di save lewat memory card tolong perbaikannya agar bisa lebih banyak menyimpan video ketika ada wifi dan dapat ditonton secara offline. Setelah di perbaiki saya beri 5 bintang."
Hesti Rahayu,3,2020-07-26 11:43:29,"Aku langganan RuangGuru udh setahunan. Awalnya baik² aja sih yaa, tp setelah aku update kok malah sering keluar sendiri aplikasinya. Padahal sebelum di update g kaya gt. Ini bukan HP nya yg bermasalah si kalo menurutku tp aplikasinya yg ada problem. So, tolong bgt di benerin lg aplikasinya. Kan gaenak kalo lg belajar tp aplikasinya eror."
coyo wahyudi,5,2020-07-26 03:42:17,Aplikasinya bagus..murah..mudah dipahami..video belajarnya beranimasi dan interaktif juga..anak saya jadi rajin belajar dengan ruangguru karna nggak ngebosenin..tingkatkan lagi fasilitasnya ya
Levianita Rahmawati,4,2020-07-24 12:18:12,"[edited] materi dan soal soalnya hampir sama dengan di buku pelajaran. Jadi kek cuma materi dari buku yg dijadiin animasi. Video pelajaran yg hitung hitungan jg sering bgtt diulang ulang jadi videonya lama. But, it's okay lah. 👍🏻👍🏻"
Dwi Aprilia Ningsih,5,2020-07-23 21:56:49,"Ruang guru bermanfaat sekali di masa pandemi ini, intinya keren, materinya lengkap, ada latihan soal, apalagi try outnya yang ada setiap hari, jadi aku terbantu banget saat UTBK."
desy nirmayanti,5,2020-07-23 13:33:32,"Sya kasih renting 5 deh... Aplikasinya bagus banget, terutama fitur-fiturnya yang menarik, pokoknya ngak bosan kalau gunain deh, bayangin pembelajaran yang biasanya hanya materi dan ngak cukup menarik utk di lihat dalam jangka waktu yang lama, di Ruang guru terasa cepat, gimana tidak! penjelasan materinya di dampingi dengan animasi-animasi yang mempermudah memahami materi yang di berikan.. di dalam ruang guru juga, kita bisa saling berbagi penjelsan sesama teman yang menggunakan jasa ruang."
Bocah Santuyy,3,2020-07-23 04:38:07,"Waktu belajar nya sih lancar, tapi pas ingin buka soal, malah soal nya gk keluar harus restart ulang aplikasi, tolong di perbaiki yaa! (edit) setelah di restart berhasil masuk, tapi pas mau ngumpulin soal, malah muncul (mohon maaf ada gangguan di sistem) padahal udah di coba 3× di hari yg berbeda"" , plis lah di perbaiki, udah berlangganan tapi tetep kayak gitu"
Ini Nafa,4,2020-07-22 11:09:49,"Aplikasi ini sangat bagus tapi memiliki kelemahan saat mengerjakan quiz saat selesai quiznya sangat sulit untuk dikirim sering ada masalah, tetapi apk ini sangat bagus karna pelajaran yang disampaikan sangat mudah untuk di cerna👍"
M. Iman nur Fallah,3,2020-07-21 21:47:12,Sebenarnya aplikasi nya bagus dan menarik namun....banyak sekali fitur fitur yang masih error' misalnya.ruang ngaji saya sudah berlangganan 1 tahun tapi tidak bisa di download saya tanyakan katanya ada perbaikan sistem.terus saya coba download video yang lain bisa namun tidak ada fitur download melalui kartu memori.padahal video video sebelumnya saya download menggunakan kartu memori.saya cek juga masih bisa hanya apk ruang guru yang tidak bisa kartu memori nya.plis jawab ruangguru
Vars_1026 official,5,2020-07-20 12:16:49,"Aku suka aplikasi ini .vidio tentang pembelajaran lengkap sesuai dengan tingkatan kelas masing"" . tapi...kenapaya!? Setiap ak mau belajar di app ruang guru sebelum vidio dimulai lodingnya lama terus vidionya jadi kepotong -potong padahal kuota full jaringan bagus . tolong kak di perbaiki aplikasinya ."
Rifal 170,3,2020-07-20 11:25:11,"Nilai ulangan saya dulu dibawah rata rata,semenjak ada aplikasi belajar di HP itu lebih mudah dipahami dan saya terus giat belajar melalui HP.Ketika sudah belajar ulangan pun tiba dan nilai saya sudah tidak dibawah rata rata lagi. Terimakasih Brainly"
Miorinee,4,2020-07-20 04:58:39,"Sebenarnya aku suka sama aplikasi ini udh bagus tapi tolong kenapa pas aku udah selesai ngerjain latihan soal dan mau akhiri itu selalu gak bisa dan muncul kesalahan sistem mohon tunggu beberapa saat lagi, dan kayak gitu terus dari kemarin tolong diperbaiki lagi ya."
Aji W,5,2020-07-19 07:17:11,"Emg sih ruang guru ini sangat membantu siswa dalam mempelajari materi,latihan soal soal..dan masih banyak lagi.tapi disisi lain apakah semua pelajar di indonesia dapat mengakses sistem ini,dimana yg kita lihat di daerah daerah perdesaan misalnya yg sering kali gak ada sinyal.siswa harus menaiki gunung,berjalan berkilo'meter demi apa.!! Cuma mau mengakses sinyal yg nantinya akan terhubung internet.bahkan yg lebih parahnya lagi para siswa gak memiliki gawai..sehingga apa terjadi..""kesenjangan'"
Adiyatma Rafi,5,2020-07-19 04:55:49,"•sesudah liat satu materi,mau lanjut ke Vidio selanjutnya suka ada yng muncul dibawah,akhirnya salah pencet keluar dan keluar sehingga xp tidak bisa diperoleh meskipun sudah menonton satu vidio •ketika liat pembahasan soal quis terutama di soal terakhir biasanya suka panjang panjang,jdi ga kebaca smuanya karena ter skip secara otomatis,kalau dlu setau saya bisa selama mungkin liat pembahasan soal, menurut saya sedikit menganggu sekian mohon maaf🙏"
putri ranti,2,2020-07-19 04:07:28,Sangat bagus dan bermanfaat tapi sayang. Si owner dari apk ruang guru kurang percaya diri kalau apk nya bagus atau memanfaatkan keadaan situasi saat ini (haus harta) sampai harus membuat iklan yg sangat over d beberapa stasiun dengan waktu yg bersamaan semua sehingga mengganggu pengguna tv.
Wulan Laras Sati,5,2020-07-17 15:22:01,"Bismillah,aku suka banget sama aplikasi yang ini,sangat recomended lah, seru banget karena pake animaai ,guru nya worth it semua donggg! Materi nya lengkap,ada latihan soal, ada rapor belajar pulaa. Terus yang paling bikin aku seneng tuh yaa... Biaya nya cukup murah sii daripada harus bimbel diluar hehe. Btw aku udah gabung 2 tahun disini. Terimakasihh Ruang Guru ku."
Channel Tugas,1,2020-07-17 01:37:43,"Aplikasi ini membantu saya sekali dalam belajar, sehingga belajar lebih mudah. Dan berkat belajar dari aplikasi ini saya sudah diterima sebagai mahasiswa di PTN yang saya impikan. Selain itu harganya cukup terjangkau. Terlebih lagi dalam acara di televisi bagus dan menarik, itu semua mengingatkan kepada kita agar kita jangan terlalu sering menonton tv. Sebagai generasi lenerus bangsa agar terus belajar dimanapun dan kapanpun. TAPI BOONG.!!"
Nur Afifah,4,2020-07-16 15:24:37,"Hai ruangguru.. dengan apk ruang guru yg sekarang sangat terbantu sekali, tetapi kenapa saat ingin mengakhiri kuis selalu tidak bisa dan saya disuruh mengerjakan ulang lalu nilainya juga tidak pernah keluar padahal koneksi lancar, tolong ya dibantu ruangguru"
X OTKP 3,4,2020-07-16 14:34:52,"Sebenernya apknya bagus, cuma koneksinya spertinya harus full. Dan sedangkan dirumah saya koneksinya sedang jadi kalau mau liahat videonya loading terus, mengganggu banget proses belajar. Tolong diperbarui!!!!! kalo bisa sih offline, kan udah langganan juga"
Wawan Hermawan,5,2020-07-16 12:53:01,Aplikasi ini sangat mudah untuk menonton video video nya dan videonya ini sangat bagis bagus karena dia telah menyiapkan tugas untuk kita kerjakan saya suka sekali dengan aplilasinya tdinya nilai matematika saya rendah sekarang sidah menaik dengan sangat tinggi menjadi 80 90 100
Irma Taza Cahyani,5,2020-07-16 12:42:40,"Suka banget belajar pake ruang guru, kita dapat memahami dengan baik, dilengkapi dengan animasi jadi belajarnya ngga pernah bosan, aku pake ruang guru dari kelas 2 SMA dan sekarang kelas 3, pas pengambilan rapot kemarin, nilai aku meningkat banget, yg biasanya 77 sekarang jadi 87🥰🥰"
Bintang Daneswara,5,2020-07-16 07:38:49,"Saat ingin lihat video selalu ada masalah, masalahnya saat memulai video gambarnya tidak muncul cuma ada suaranya padahal sinyalnya bagus. Ini gimana tolong diperbaiki!!"
Nizar Ahmad,1,2020-07-15 19:03:59,"Bukan komplain soal aplikasi dan fiturnya melainkan advertasi yang dilakukan secara besar-besaran di berbagai stasiun TV. Spam iklan atau advertasi itu termasuk hal yang buat banyak calon pelanggan atau pelanggan sendiri kesal dan merasa terganggu. Dimana mana yg namanya spam itu ya mengganggu entah dengan alasan mengingatkan pentingnya belajar atau apalah dalihnya. Iklan boleh spam jangan, ku juga mau nonton film lain woe"
Rendy Anggara Wijaya Makmur,3,2020-07-15 06:36:45,"Kenapa videonya suka berhenti sendiri, secara keseluruhan sih bagus mudah di pahami tetapi video yang saya lihat di ruang belajar suka berhenti sendiri/buffering padahal untuk YouTube, Tiktok bagus lancar lancar aja, tolong dong diperbaiki videonya, tetap semangat ruang guru 😁😁"
Rizal Aldi Nugroho,3,2020-07-15 02:41:26,"Buat bantu² belajar rekomendasi banget sih ini aplikasi! Atau klo waktu senggang bisa buka apl ini! !!!!Edited: paska update terbaru saya rasa Aplikasi malah mengalami kemunduran! Ditambah lagi fitur autoplay, masa iya waktu saya mengerjakan soal latihan malah keluar dan masuk ke video selanjutnya, waktu aku mau pencet tanda silang malah kepencet videonya! Ganggu banget sih itu! Ingin rasanya downgrade aplikasi ruang guru ke yang lalu"
Fedinda A,4,2020-07-13 04:09:01,"Kurang suka sama fitur baru, putar video otomatis. menggangu banget, lagi liat pembahasan latihan malah lanjut video selanjutnya:). Jadi kasih bintang 4"
Fannie Inayatie,4,2020-07-12 13:36:05,Apk nya sangat membantu dan mudah dipahami. Cuman saya daftar untuk smk kelas 10 jurusan akuntansi. Tapi kok mapel yang muncul cuman dikit. Itupun campur sama pelajaran smp. Saya mohon perbaiki lagi mapel nya sesuai dengan k13 revisi penuh. Terimakasih
Indana Zulva,5,2020-07-12 13:29:55,Suka banget sama aplikasi nya soalnya ngebantu banget buat belajar dan banyak banget fitur² yang menarik jadi gak bosen lagi kalo disuruh belajar.. Dan bisa menjadi siswa terbaik di sekolah berkat ruang guru
Andre Narwastu,4,2020-07-12 13:09:42,"Hallo kak, ruangguru membantu banget apalagi disaat masa pandemi yang mengharuskan kita belajar dirumah. Tapi saran dong kak untuk ruangguru versi dekstop di perbaiki lagi bug-bug yang ada soalnya lebih suka belajar lewat laptop😁"
Sophina Claren,4,2020-07-12 13:01:40,"Bagus! Fiturnya juga lengkap, mudah dipelajarii, gurunya juga enak jelasinnyaaa, tapi kadang kalau mau ikut live quiz selalu gabisa servernya bermasalah mulu:( kalo bole request smk nya di tambah jurusannya di bagian kesehatan kaya farmasi atau perawat hehe, thx uuu oh ya btw ini updatenya lama bgttt sumpah:("
DINDA DAMELA AYUTRIVITA,5,2020-07-10 13:55:29,Setiap pembelajaran ada ilustrasi atau animasi yang bikin nggak bosen untuk belajar terus... walaupun durasi singkat tapi mudah dipahami.. fleksibel dan Efisien
Citra Margareth Manalu,5,2020-07-09 16:43:57,SANGAT SANGAT MEMBANTU!!! Dan juga banyak paket yg membantu meringankan dalam membeli paket belajar. Sangat lengkap dan para pembimbingnya sangat baik serta membuat belajar jadi seru. Semoga dapat Terus ditingkatkan!!
Dzikra Arrahman,3,2020-07-09 05:03:45,"Awalnya saya sangat suka bahkan saya beri 5 bintang...tapi update terbarunya sangat mengganggu.. yaitu jendela pop up sewaktu akan mulai belajar...selain itu, pengaturan video di awal 720p...sehingga harus ubah ke 480p dulu biar hemat... Saran saya tolong bisa atur kualitas video defaultnya supaya tidak makan banyak kuota. Tambahan lagi..jendela pop up untuk video selanjutnya banyak yang salah link. Ketika belajar fungsi lalu kuis, tombol berikutnya malah pergi ke relasi."
Dimas,3,2020-07-07 10:35:57,"Tolong dong dikembalikan kyk dulu latihan soalnya. Setelah update pembahasannya setelah mengisi soal dan itu juga hrs dpt 80. Knp hrs dikembalikan kyk dlu? Karna ada beberapa soal yang jwbnnya salah, dan itu udh saya cek berulang². Tolong dikembalikan!!!!"
Silvi Khairunnisa,5,2020-07-05 16:15:44,"Terima kasih Ruang Guru. Belajar menjadi lebih mengasikkan. Cuma saya sedikit mau kasih saran untuk setiap topik pembelajarannya sangat disesuaikan dengan mapel disekolah. Misalnya untuk saya yang berada di SMA, matematikanya itu ada wajib dan minat. Tapi topik pembelajarannya digabung menjadi satu. Sehingga seperti sekarang ini buku paket belum diberi kepada setiap siswa jadi tidak tahu mana yang harus dipelajari secara urut.🙏🙏🙏"
Hen Dwika N,5,2020-07-05 06:18:21,"Bagus Kak, Semua Mata Pelajaran Ada. Suka Banget Pembelajaran Yang Berbeda. Dan Gurunya Kreatif. Saran/Masukan Kalo Bisa Tambah Mata Pelajaran Yang Bisa Masuk UIN/Iain dll. Mata Pelajaran Keagamaan Untuk UM PTKIN. Agar Yang ingin Masuk Perguruan UIN/IAIN bisa Lolos. Trimakasih kak."
Adam Ikhsan,4,2020-07-04 05:32:09,"Lumayan bagus untuk belajar dari rumah di saat Pandemi saat ini,tapi masih ada kekurangannya,diantara biaya langganan yang menurut saya Cukup bisa dibilang ""mahal"",harusnya di diskon atau di potong harganya karna lagi pandemi ini..,agar orang2 pun juga akan tertarik dengan ruang guru ini,cuma itu aja kok kekurangannya,klo masalah video belajar,soal2 menurut saya sudah THE BEST dibanding yang bimbel online yang lain,TERUS TINGKATKAN LAGI RG!"
Relicia Amanda Putri,5,2020-06-30 05:40:47,Sangat membantu sekali.. Semua dijelaskan sangat rinci di video ya tetapi saat mendapatkan contoh soal setelah video materi jawaban yang di beri kurang rinci.. Jadinya waktu saya mencari jawaban yang tepat agak bingung.. Terimakasih
Vivian Kharisma Cahyani,5,2020-06-29 15:44:02,"Aplikasi belajar No. 1 Terima kasih ruang guru, aplikasi yang sangat membantu generasi muda untuk meningkatkan kemampuan belajar. Ruangguru juga dapat mengasah otak saya dalam memahami, berpikir, dam menjawab soal yang ada, materi-materi di ruang guru juga lengkap, animasi videonya juga menarik, tidak membosankan, suka deh pokoknya, rangkumannya juga lengkap, bank soal juga banyak sekali, Tryoutnya juga banyak, terakhir nih, ada peringkatnya juga. Seru banget.Ruangguru BIMBEL ter the best."
Fitri ariska,4,2020-06-22 06:11:42,"Hallo ruang guru, kenapa ya saat sya mencoba mengakhiri latihan topik dan melihat hasil terdapat tulisan ""mohon maaf sedang terjadi masalah pada sistem,harap coba lagi dalam beberapa saat"",padahal sya sudah mengupdate app terbaru dan mencobanya berkali2 tetapi masih saja seperti itu dan sudah terjadi dalam bbrp hari ini,mohon solusinya,terima kasih"
Haikam Muizzu,4,2020-06-19 09:10:30,Aplikasi nya bagus hampir keseluruhan aspek pendidikan bisa di temukan dan di akses disini sesuai dengan paket yang di pilih...namun sangat di sayangkan kurang update info terbaru dari petinggi pendidikan...misalnya pada materi UTBK SBMPTN padahal ltmpt sudah merilis info Pengetahuan Kuantitatif berbahasa Inggris namun ruangguru belum menyediakan Vidio pembahasannya dan juga mengenai materi utbk hanya TPS
